,rmse,mean,median,std,min,max,sse
00_magsac.txt,26.55178883894394,23.56103101323948,20.584760225854872,12.242357131738776,0.907806542468484,54.47358053458921,3201393.604577868
00_ransac.txt,35.96796426258346,31.912063394900652,28.978091457300504,16.592608688037064,0.8707476795158575,73.74745906828926,5874666.511956139
